signalType,detectedAt,score,entryTime,entryPrice,entryFamily,stop,targetPrice,splitTargetPrices,exitTime,exitPrice,exitReason,holdingHours,grossR,feeCostR,slippageCostR,costsR,netR,symbol,support,relVol,signalLow,dailyAtr,configurationId,stage
0Day,1681502400000,35.114170373470586,1681671600000,0.2297148,breakout,0.2195965,0.24489225,,1681894800000,0.21948670175,stop,62,-0.988654220571,0.022197478912,0.022197231748,0.04439471066,-1.033048931231,IOTA,0.2207,1.2139618846428084,0.22,0.010692857142857148,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1683151200000,55.51682936715919,1683316800000,1.0535265,breakout,1.00097,1.13236125,,1683385200000,1.000469515,stop,19,-0.989982209622,0.019540837147,0.019540589651,0.039081426798,-1.02906363642,SUSHI,1.006,1.0752480313948127,0.992,0.05485714285714293,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1685026800000,53.20349953501558,1685080800000,0.19499745,breakout,0.186065,0.208396125,,1685368800000,0.208291926937,target-1.5R,80,1.510909660843,0.02257439879,0.022574776517,0.045149175307,1.465760485537,IOTA,0.187,1.2237000344656588,0.1861,0.006507142857142864,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1685055600000,38.022561656471694,1685228400000,0.33606795,breakout,0.3177035,0.363614625,,1685980800000,0.31754464825,stop,209,-0.990854613125,0.017795594157,0.017795346444,0.035590940601,-1.026445553726,ENJ,0.3193,1.134345864575654,0.3138,0.014292857142857206,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1685404800000,72.2274205739472,1685444400000,113.086515,breakout,105.00235,,,1686362400000,104.949848825,stop,255,-0.993009172871,0.013485397925,0.013485149672,0.026970547597,-1.019979720467,QNT,106.32,3.3167243499914387,105.53,3.4271428571428464,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1685750400000,76.19673191361417,1685786400000,0.08530263,breakout,0.07411755,,,1686340800000,0.074080491225,stop,154,-0.996188672768,0.007124809175,0.007124560128,0.014249369304,-1.010438042071,TRX,0.07512,1.6674679061391127,0.07449,0.002275,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1686934800000,56.64482092314344,1686981600000,0.5712855,breakout,0.523569,0.64286025,,1687280400000,0.642538819875,target-1.5R,83,1.505983255268,0.012719125668,0.012719502164,0.025438627832,1.480544627436,STX,0.5262,1.7619888455462642,0.5248,0.0626357142857143,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1687305600000,73.1500892367746,1687366800000,1.1247621,breakout,0.9763935,,,1688576400000,1.11034455,time-14d,336,-0.089641608804,0.00753227654,0.007532254129,0.015064530669,-0.104706139473,ARB,0.9901,1.165531804462677,0.9813,0.06969285714285718,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1687564800000,79.9563627500724,1687672800000,5.166582,breakout,4.792915,,,1687982400000,4.7905185425,stop,86,-0.993090104291,0.013323494639,0.013323246366,0.026646741005,-1.019736845296,DOT,4.854,1.6333477316191674,4.817,0.26071428571428606,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1688144400000,38.20683619634224,1688166000000,0.06679338,breakout,0.0603567,0.0764484,,1689375600000,0.068155905,time-14d,336,0.222164221307,0.010482833153,0.010482888694,0.020965721847,0.201198499459,DOGE,0.06066,1.3077145807195671,0.06058,0.0030435714285714384,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1688144400000,32.90239966263858,1688216400000,5.3956965,breakout,4.82575,6.25061625,,1689426000000,5.9120425,time-14d,336,0.915875437431,0.009920000386,0.009920229355,0.019840229741,0.896035207691,UNI,4.85,1.0296204153255135,4.772,0.29935714285714254,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1688245200000,56.006815701714736,1688338800000,6.537267,breakout,6.11925,7.1642925,,1688655600000,6.116190375,stop,88,-0.99218452838,0.015135099021,0.015134850975,0.030269949996,-1.022454478376,LINK,6.15,1.0098880687582728,6.117,0.35385714285714354,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1689019200000,54.98715013411662,1689098400000,0.2055027,breakout,0.188055,0.23167425,,1690192800000,0.1879609725,stop,304,-0.994113837354,0.011275516902,0.011275268373,0.022550785275,-1.016664622629,ONT,0.189,1.7876479146799942,0.1855,0.01665,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1689292800000,81.05620050446568,1689346800000,37.708845,breakout,34.6061,,,1689865200000,34.58879695,stop,144,-0.993926345865,0.011650593579,0.011650345098,0.023300938677,-1.017227284542,EGLD,35.05,1.5820825206811342,34.78,1.5292857142857135,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1691884800000,82.42861647349152,1691920800000,5.306652,breakout,4.896395,,,1692219600000,4.8939468025,stop,83,-0.993535759292,0.01243196192,0.012431713536,0.024863675455,-1.018399434748,AR,4.924,2.1253230691393217,4.921,0.22492857142857048,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1691884800000,71.30850247886073,1691978400000,2.0840415,breakout,1.887515,,,1692129600000,1.8865712425,stop,42,-0.994700460243,0.010101977958,0.010101729283,0.020203707242,-1.014904167485,APE,1.91,3.224466261953284,1.897,0.10450000000000051,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1693004400000,54.46298788899314,1693047600000,103.881915,breakout,99.1418,110.9920875,,1693497600000,99.0922291,stop,125,-0.989047734074,0.021410255247,0.021410007985,0.042820263232,-1.031867997306,QNT,99.64,1.1692656139700794,98.96,3.289285714285708,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1694044800000,72.09904628122779,1694134800000,0.079429695,breakout,0.076814,,,1695344400000,0.083048455,time-14d,336,1.414538009974,0.031058313374,0.031058667008,0.062116980382,1.352421029593,TRX,0.07873,1.4629432890897027,0.0772,0.0013935714285714296,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1694908800000,77.23932031368685,1695031200000,7.2906435,breakout,6.89535,,,1695603600000,6.891902325,stop,159,-0.990782798098,0.0179392601,0.017939012405,0.035878272505,-1.026661070603,ATOM,6.991,1.030992929246551,6.93,0.25014285714285783,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1695218400000,60.944240138474456,1695243600000,65.682825,breakout,61.1129,72.5377125,,1695603600000,61.08234355,stop,100,-0.992817168772,0.013869502076,0.013869253872,0.027738755948,-1.02055592472,AAVE,61.42,1.2136594499991213,61.2,2.8307142857142855,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1695427200000,75.48217148907867,1695564000000,0.516258,breakout,0.43382,,,1696773600000,0.467766,time-14d,336,-0.582255755841,0.005968267061,0.005968121497,0.011936388559,-0.594192144399,CRV,0.439,3.026201361258336,0.436,0.023428571428571406,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1695492000000,66.93341507822413,1695625200000,7.2366165,breakout,6.89137,7.75448625,,1695819600000,7.750609006875,target-1.5R,54,1.510475124295,0.021705108534,0.021705486153,0.043410594687,1.467064529609,LINK,6.926,1.496494485068916,6.912,0.30807142857142933,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1695686400000,81.53558716976933,1695816000000,7.633815,breakout,6.868485,,,1697025600000,7.3113425,time-14d,336,-0.411587158481,0.009763864934,0.009763762037,0.019527626971,-0.431114785452,LINK,6.926,2.4329679498471353,6.903,0.32642857142857223,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1695945600000,71.25203781802708,1695967200000,0.061840905,breakout,0.06002835,,,1696381200000,0.059998335825,stop,115,-0.982949482912,0.033609805171,0.033609559434,0.067219364605,-1.050168847518,DOGE,0.06085,1.23210393379701,0.06033,0.0015650000000000108,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1695945600000,83.60697530748895,1695974400000,25.142565,breakout,23.49195,,,1696845600000,23.480204025,stop,242,-0.992387685802,0.01472868265,0.014728434553,0.029457117203,-1.021844803005,EGLD,23.87,1.0446112390530446,23.61,1.2464285714285697,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1696118400000,72.51977738024252,1696143600000,8.1370665,breakout,7.53016,,,1696381200000,7.52639492,stop,66,-0.993299626878,0.012904344755,0.01290409643,0.025808441185,-1.019108068063,ENS,7.68,2.2668140780230996,7.568,0.27228571428571213,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1697749200000,40.313901194973006,1697770800000,25.25262,breakout,24.2382,26.77425,,1698102000000,26.760862875,target-1.5R,92,1.512440606455,0.025637055103,0.025637433213,0.051274488316,1.461166118139,ZEC,24.36,1.001367666306711,24.31,0.8757142857142914,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1697846400000,70.95873933707416,1697871600000,0.30225105,breakout,0.280988,,,1699081200000,0.3644177,time-14d,336,2.93937135077,0.015676696194,0.015677431036,0.03135412723,2.90801722354,SAND,0.2859,1.019344482588963,0.2824,0.00843571428571426,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1697846400000,74.51208126966256,1697882400000,0.08150073,breakout,0.07694335,,,1699092000000,0.115452245,time-14d,336,7.471398040102,0.021608136144,0.021610003994,0.043218140138,7.428179899964,GRT,0.07818,1.0266408280721073,0.07733,0.0027121428571428735,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1697932800000,71.91654114539553,1698030000000,0.0952476,breakout,0.090346,,,1699239600000,0.12283855,time-14d,336,5.651215929492,0.022246424637,0.022247837441,0.044494262078,5.606721667415,ALGO,0.0921,1.1022104973280686,0.0908,0.003364285714285734,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1697932800000,75.93849116674954,1698091200000,0.31245615,breakout,0.2932265,,,1699300800000,0.3944027,time-14d,336,4.279849087217,0.018379399781,0.018380469743,0.036759869524,4.243089217692,SAND,0.2982,1.3418845216147606,0.2947,0.008757142857142837,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1698015600000,56.00882263952196,1698102000000,1.366683,breakout,1.2269345,1.57630575,,1699311600000,1.575517597125,target-1.5R,336,1.504887351206,0.010526769866,0.010527146087,0.021053915953,1.483833435253,OP,1.2331,1.0933006380308967,1.2304,0.05973571428571494,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1698019200000,82.12451753026346,1698102000000,96.52824,breakout,87.74905,,,1699311600000,104.557695,time-14d,336,0.926053542525,0.011452419585,0.011452651099,0.022905070684,0.903148471841,QNT,89.67,2.457574903731347,88.19,2.834999999999993,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1698102000000,62.83891791900274,1698141600000,0.44892435,breakout,0.3951145,0.529639125,,1699282800000,0.529374305438,target-1.5R,317,1.504169311009,0.009090330631,0.009090706674,0.018181037305,1.485988273704,SUI,0.3971,1.3732519094355056,0.3921,0.022335714285714313,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1698105600000,75.91780780539219,1698145200000,0.09242619,breakout,0.08392825,,,1699354800000,0.137021455,time-14d,336,5.261275085491,0.013500192105,0.013501507424,0.02700169953,5.234273385962,GRT,0.08465,3.4473851787435263,0.08435,0.0031535714285714452,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1698098400000,72.36618894880701,1698148800000,0.10155075,breakout,0.0930325,0.114328125,,1698868800000,0.114270960937,target-1.5R,200,1.505957796496,0.0126681954,0.01266857189,0.02533676729,1.480621029206,ALGO,0.0935,1.934962585194028,0.0928,0.0034500000000000203,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1698105600000,70.27332439856144,1698148800000,0.10155075,breakout,0.092336,,,1699358400000,0.12323835,time-14d,336,2.365772267289,0.01219724355,0.012197834993,0.024395078543,2.341377188746,ALGO,0.0935,2.601691410467904,0.0928,0.0034500000000000203,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1698105600000,73.71587552012295,1698152400000,7.9269615,breakout,7.115245,,,1699362000000,8.591702,time-14d,336,0.829107206765,0.010175143354,0.01017535063,0.020350493984,0.808756712781,ENS,7.22,2.426473044024205,7.151,0.29599999999999776,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1698102000000,47.56058109575165,1698152400000,0.05326662,breakout,0.0486555,0.0601833,,1699326000000,0.06015320835,target-1.5R,326,1.50577300092,0.012298511896,0.012298888339,0.024597400236,1.481175600684,HBAR,0.0489,1.3917128662662948,0.04884,0.0018742857142857192,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1698105600000,77.80244702315548,1698249600000,0.8154075,breakout,0.72834,,,1699459200000,0.9385305,time-14d,336,1.424182387228,0.010072288741,0.010072644787,0.020144933529,1.4040374537,ALICE,0.734,2.1509987582650476,0.732,0.03814285714285724,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1698102000000,66.3698323612488,1698292800000,1.4455224,breakout,1.2750925,1.70116725,,1699502400000,1.56511705,time-14d,336,0.710556070267,0.008832486113,0.008832663752,0.017665149865,0.692890920402,OP,1.2815,2.049297211697414,1.273,0.0622928571428578,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1698138000000,49.2288336353219,1698307200000,0.10355175,breakout,0.096714,0.113808375,,1698714000000,0.113751470813,target-1.5R,113,1.507568279039,0.015889965326,0.015890342218,0.031780307544,1.475787971496,ALGO,0.0972,1.2890247456923354,0.097,0.0033857142857143066,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1698249600000,45.231270002379816,1698476400000,0.2149074,breakout,0.195219,0.24444,,1698642000000,0.24431778,target-1.5R,46,1.505454988724,0.011662328579,0.011662704943,0.023325033522,1.482129955202,ID,0.1962,1.5811630772498677,0.1932,0.009685714285714303,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1698868800000,51.03305301499897,1698897600000,0.4780389,breakout,0.424865,0.55779975,,1699448400000,0.557520850125,target-1.5R,153,1.504492805681,0.009737481642,0.009737857765,0.019475339406,1.485017466275,SUI,0.427,1.0832282497122394,0.425,0.033907142857142886,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1698872400000,53.81533619401864,1699002000000,1.4117055,breakout,1.268625,1.62632625,,1699549200000,1.2679906875,stop,152,-0.995069209291,0.00936429558,0.009364046813,0.018728342393,-1.013797551684,APE,1.275,1.1514085255300206,1.274,0.09857142857142899,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1698872400000,56.93226168115862,1699070400000,8.1710835,breakout,7.39683,9.33246375,,1699581600000,9.327797518125,target-1.5R,142,1.505274112419,0.011300485576,0.011300861895,0.022601347471,1.482672764948,ENS,7.434,1.266463750399187,7.396,0.4012142857142836,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1698872400000,49.54020101675903,1699095600000,0.49234605,breakout,0.4422775,0.567448875,,1699239600000,0.567165150562,target-1.5R,40,1.504914262546,0.010580605995,0.010580982223,0.021161588218,1.483752674328,STG,0.4445,1.172042848889988,0.4428,0.029842857142857015,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1699268400000,53.617410036278315,1699290000000,0.99971961,breakout,0.99385575,1.0085154,,1700499600000,0.998550475,time-14d,336,-0.028991142353,0.170388624984,0.170388617736,0.340777242721,-0.369768385074,USDC,0.99885,1.5755365280858957,0.99877,0.00039642857142856743,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1701288000000,55.38045662080427,1701327600000,0.999889695,breakout,0.99383585,1.0089704625,,1701799200000,0.993338932075,stop,131,-0.91745824348,0.164625013283,0.164624783918,0.329249797201,-1.246708040681,USDC,0.99883,1.030428061665561,0.99875,0.0006942857142857108,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1702483200000,42.77247689876183,1702504800000,2.5706847,breakout,2.302828,2.97246975,,1702720800000,2.970983515125,target-1.5R,60,1.504796221263,0.010344464438,0.010344840637,0.020689305075,1.484106916189,WLD,2.3144,1.018148450767699,2.3025,0.20894285714285735,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1702598400000,83.43221594790178,1702630800000,112.686315,breakout,91.45045,,,1703840400000,110.994475,time-14d,336,-0.074402431924,0.005266580617,0.005266562017,0.010533142634,-0.084935574557,AAVE,92.88,1.873772108811012,91.91,5.85214285714286,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1702933200000,61.013797581109635,1703160000000,15.103548,breakout,13.69319,17.219085,,1703725200000,17.2104754575,target-1.5R,157,1.505351832655,0.011455964889,0.011456341227,0.022912306116,1.48243952654,LINK,13.762,1.134333384614025,13.64,1.2106428571428576,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1702944000000,72.24331379783881,1703160000000,15.103548,breakout,13.5718,,,1704286800000,13.5650141,stop,313,-0.995072296487,0.009358119645,0.009357870877,0.018715990522,-1.013788287009,LINK,13.762,1.2401846295129766,13.64,1.2106428571428576,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1703152800000,73.54642715364272,1703350800000,2.76848355,breakout,2.2249195,3.583829625,,1703599200000,3.582037710188,target-1.5R,69,1.502545330215,0.005841557458,0.005841933094,0.011683490552,1.490861839663,CAKE,2.2361,3.2467395338173883,2.2089,0.14302857142857142,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1703721600000,81.83998805309378,1703916000000,277.628745,breakout,225.31775,,,1704286800000,225.205091125,stop,103,-0.997347689525,0.004806196442,0.004805947105,0.009612143548,-1.006959833073,BCH,230.24,3.3519342973757844,226.45,10.592142857142871,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1704736800000,54.73069051411444,1704758400000,0.16186089,breakout,0.1135693,0.234298275,,1705968000000,0.130424755,time-14d,336,-0.647938906133,0.003026258247,0.003026096262,0.006052354509,-0.653991260642,RIF,0.11414,2.4183705429599076,0.1121,0.014410000000000017,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1704740400000,51.80495330241593,1704776400000,0.104422185,breakout,0.10149995,0.1088055375,,1704819600000,0.101449200025,stop,12,-0.982142093295,0.035224987899,0.035224742363,0.070449730262,-1.052591823557,TRX,0.10201,1.0522825772653044,0.10099,0.0034149999999999953,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1706392800000,59.4422022702546,1706421600000,0.2623311,breakout,0.2388,0.29762775,,1706716800000,0.2386806,stop,82,-0.994428649744,0.010645734794,0.010645486186,0.02129122098,-1.015719870724,IOTA,0.24,1.1344438834473576,0.2377,0.016507142857142883,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1706918400000,73.98104279054624,1706950800000,13.332663,breakout,11.558915,,,1708160400000,13.143425,time-14d,336,-0.099224918083,0.007463317224,0.007463292418,0.014926609642,-0.114151527725,ICP,11.75,1.5374896721418974,11.617,0.957571428571428,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1707350400000,71.51494812427484,1707469200000,9.8219085,breakout,9.07042,,,1708678800000,9.7301325,time-14d,336,-0.109116772911,0.013008875718,0.013008848439,0.026017724157,-0.135134497068,ATOM,9.242,1.1452437819982035,9.116,0.3127142857142861,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1707350400000,70.29169633693047,1707537600000,0.56178075,breakout,0.4932215,,,1708747200000,0.6514741,time-14d,336,1.317108924033,0.008848221429,0.008848550706,0.017696772135,1.299412151898,STG,0.504,2.383702515017007,0.4957,0.021007142857142745,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1707523200000,78.38707712339257,1707699600000,0.48154065,breakout,0.4466555,,,1708909200000,0.5149424,time-14d,336,0.971760190224,0.014282338617,0.014282581557,0.028564920174,0.94319527005,MANA,0.4505,1.2565617186771718,0.4489,0.016871428571428693,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1707523200000,70.35124610888107,1707760800000,0.48013995,breakout,0.449143,,,1708970400000,0.54222875,time-14d,336,2.019553536719,0.016491440287,0.016491945175,0.032983385462,1.986570151257,SAND,0.4599,1.5498552106905399,0.4514,0.016764285714285683,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1707760800000,38.503080530559934,1707786000000,0.024962475,breakout,0.02293475,0.0280040625,,1708012800000,0.027990060469,target-1.5R,63,1.506152214921,0.013057129411,0.013057505949,0.02611463536,1.480037579561,GALA,0.02305,1.0470917068082228,0.02304,0.001047857142857137,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1707760800000,50.108865698751806,1707786000000,0.4840419,breakout,0.4576005,0.523704,,1707832800000,0.45737169975,stop,13,-0.990851467774,0.017801886431,0.017801638718,0.035603525149,-1.026454992923,SAND,0.4599,1.093870841928736,0.4565,0.016171428571428535,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1707782400000,74.71405698441275,1707818400000,3.0885435,breakout,2.80391,,,1709028000000,3.426286,time-14d,336,1.198031854999,0.011444242333,0.011444541841,0.022888784173,1.175143070826,DYDX,2.846,1.2547174265441983,2.818,0.16235714285714237,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1707782400000,73.38724110241039,1707818400000,1.20490215,breakout,1.10047,,,1709028000000,1.5604194,time-14d,336,3.417529946477,0.013239799956,0.013240654339,0.026480454295,3.391049492182,SUSHI,1.1155,1.5139825596904826,1.106,0.04620714285714284,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1707760800000,59.739788218146195,1707901200000,3.6768375,breakout,3.397925,4.09520625,,1708527600000,3.3962260375,stop,174,-0.993411912338,0.012679717721,0.012679469368,0.025359187088,-1.018771099426,SNX,3.415,1.1927896723442897,3.369,0.14221428571428565,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1707778800000,60.727609383400896,1707904800000,8.134065,breakout,7.66548,8.8369425,,1708070400000,8.83252402875,target-1.5R,46,1.508675053619,0.018104067596,0.018104444765,0.03620851236,1.472466541259,ZEN,7.704,1.7286095559814667,7.604,0.39364285714285696,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1708041600000,71.30839947025869,1708063200000,22.79139,breakout,21.094,,,1709272800000,28.86556,time-14d,336,3.593752761593,0.015216582518,0.015217480956,0.030434063474,3.563318698119,ZEC,21.21,1.6410346845496053,21.2,0.9600000000000077,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1708041600000,88.05684215936347,1708088400000,113.97696,breakout,104.5944,,,1708444800000,104.5421028,stop,99,-0.99392916219,0.011644959521,0.011644711038,0.023289670559,-1.017218832749,QNT,106.04,1.966735078010061,105.12,3.597857142857127,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1708185600000,65.80236768066953,1708210800000,0.77448705,breakout,0.689933,0.901318125,,1708322400000,0.900867465937,target-1.5R,31,1.504577545369,0.009907003366,0.009907379511,0.019814382877,1.484763162492,FET,0.6934,1.7602000239898898,0.6876,0.039664285714285666,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1708117200000,23.33955740194063,1708243200000,0.086153055,breakout,0.0816895,0.0928483875,,1708311600000,0.092801963306,target-1.5R,19,1.509645898841,0.020046243219,0.020046620631,0.04009286385,1.46955303499,HBAR,0.0821,1.0464509647266962,0.08207,0.0037585714285714345,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1708214400000,73.22018691177868,1708254000000,38.827404,breakout,33.371305,,,1708660800000,33.3546193475,stop,113,-0.996443612918,0.006614801468,0.006614552357,0.013229353825,-1.009672966743,INJ,34.036,1.7243538366827929,33.539,2.32092857142857,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1708214400000,85.62794734370047,1708272000000,0.8458227,breakout,0.684162,,,1709481600000,1.8262864,time-14d,336,6.07321383614,0.00826455997,0.008266078274,0.016530638244,6.056683197895,FET,0.6934,3.1789100642652373,0.6876,0.039664285714285666,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1710979200000,70.47911975556501,1711033200000,18.7443675,breakout,16.185665,,,1712242800000,18.058966,time-14d,336,-0.260678996484,0.007191796135,0.007191730965,0.0143835271,-0.275062523584,LINK,16.351,1.1167686456728545,16.267,1.6949285714285718,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1712880000000,75.59804244004346,1712916000000,7.135566,breakout,6.567,,,1712944800000,6.5637165,stop,8,-0.993728080821,0.01204722275,0.012046974318,0.024094197068,-1.017822277889,GAS,6.633,3.351392913996887,6.6,0.4310714285714288,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1713135600000,67.09943861825197,1713160800000,0.045134556,breakout,0.037611,0.05641989,,1713369600000,0.0375921945,stop,58,-0.99700194961,0.005497849056,0.005497599805,0.010995448861,-1.007997398471,VET,0.0378,1.6327312104471905,0.037566,0.004754500000000004,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1713225600000,73.27199559705353,1713294000000,0.999725613,breakout,0.993273675,,,1714503600000,0.999777861,time-14d,336,0.163051783821,0.154953711117,0.15495375188,0.309907462998,-0.146855679177,USDC,0.99907,1.729355630159357,0.998265,0.0007738571428571436,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715817600000,71.22379298576607,1715839200000,23.63181,breakout,21.7706,,,1717048800000,26.9865,time-14d,336,1.816022909827,0.013598226423,0.013598680428,0.027196906851,1.788826002977,ZEC,22.21,1.0156670081834571,21.88,1.1078571428571504,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715817600000,85.00085494705442,1715842800000,0.86093025,breakout,0.7254545,,,1717052400000,1.1260367,time-14d,336,1.964189163005,0.007333293781,0.007333784829,0.01466707861,1.949522084395,ONDO,0.7351,1.0912496357713943,0.7291,0.059507142857142946,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715817600000,74.91131507891033,1715846400000,2.623311,breakout,2.31437,,,1717056000000,2.760619,time-14d,336,0.453160959536,0.008713524589,0.008713637879,0.017427162468,0.435733797068,SNX,2.356,1.314581516440823,2.326,0.15178571428571427,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715817600000,83.15545967195926,1715853600000,1.1857926,breakout,0.9935075,,,1717063200000,1.10274835,time-14d,336,-0.425930038261,0.005950905582,0.0059507991,0.011901704682,-0.437831742943,JUP,1.0076,1.0573207826783755,0.9985,0.08852857142857141,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715817600000,74.51975976167371,1715860800000,0.020624307,breakout,0.0173528,,,1717070400000,0.0250264805,time-14d,336,1.352587660671,0.00697702733,0.006977365477,0.013954392807,1.338633267864,JASMY,0.017551,1.4697655032821157,0.01744,0.0014780714285714278,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715817600000,73.24310172649453,1715929200000,35.905944,breakout,31.176335,,,1717138800000,36.089946,time-14d,336,0.046515473055,0.007611188367,0.007611199996,0.015222388362,0.031293084693,AVAX,31.887,1.0180055980873102,31.333,2.1154999999999995,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715817600000,71.4031427406424,1715961600000,1.14067005,breakout,0.9845525,,,1717171200000,1.15612165,time-14d,336,0.106330133928,0.007355968948,0.00735599553,0.014711964478,0.09161816945,SUSHI,0.9947,1.0824825553770752,0.9895,0.07833571428571427,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1715990400000,71.80336831358386,1716015600000,13.2676305,breakout,11.962885,,,1716498000000,11.9569035575,stop,134,-0.994918166033,0.00966645758,0.009666208851,0.019332666431,-1.014250832464,ICP,12.153,1.1980796347838918,12.023,0.7187857142857134,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1716044400000,42.370364115631,1716098400000,16.62831,breakout,16.185665,17.2922775,,1716246000000,17.28363136125,target-1.5R,41,1.518773509246,0.038306025552,0.038306405246,0.076612430798,1.442161078447,LINK,16.267,1.12573624522528,16.033,0.8192142857142876,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1716249600000,72.82975270506574,1716274800000,41.830905,breakout,37.00405,,,1716498000000,36.985547975,stop,62,-0.995669022583,0.00816436924,0.008164120323,0.016328489563,-1.011997512146,EGLD,37.25,1.4614289613627294,37.19,2.083571428571427,breakout:sweep:time:14:score70:relvol-1-4,development
