date,equity_before_events,exit_cashflow,entry_fees,equity,open_risk,open_positions
2024-10-16,125635.3706872344,0.0,19.886409530280318,125615.48427770413,2512.6107485565353,2
2024-10-17,125615.48427770413,0.0,0.0,125615.48427770413,2512.6107485565353,2
2024-10-22,125615.48427770413,0.0,6.523562555503116,125608.96071514863,3768.7655913335766,3
2024-11-10,125608.96071514863,2499.781678570035,0.0,128108.74239371867,2512.5085496493853,2
2024-11-11,128108.74239371867,2500.5281875156415,0.0,130609.2705812343,1256.1548427770413,1
2024-11-17,130609.2705812343,2503.273813313025,0.0,133112.54439454732,0.0,0
2024-11-27,133112.54439454732,0.0,13.001883186695288,133099.54251136063,1331.1254439454733,1
2024-12-06,133099.54251136063,2646.58675381636,0.0,135746.129265177,0.0,0
2025-01-16,135746.129265177,0.0,13.80473988765131,135732.32452528935,1357.46129265177,1
2025-01-19,135732.32452528935,0.0,0.0,135732.32452528935,1357.46129265177,1
2025-02-25,135732.32452528935,-1369.9085712467695,0.0,134362.41595404258,0.0,0
2025-03-21,134362.41595404258,0.0,7.12464463886065,134355.29130940372,1343.6241595404258,1
2025-03-28,134355.29130940372,-7.12464463886065,0.0,134348.16666476487,0.0,0
2025-04-21,134348.16666476487,0.0,11.288757256993737,134336.87790750788,1343.4816666476488,1
2025-04-24,134336.87790750788,0.0,0.0,134336.87790750788,1343.4816666476488,1
2025-05-09,134336.87790750788,2672.9876127050084,0.0,137009.8655202129,0.0,0
2025-05-31,137009.8655202129,0.0,12.382510758573215,136997.4830094543,1370.0986552021288,1
2025-06-20,136997.4830094543,-1381.1110673055,0.0,135616.3719421488,0.0,0
2025-07-11,135616.3719421488,0.0,16.174846598556957,135600.19709555025,2712.243717853762,2
2025-07-12,135600.19709555025,0.0,8.136591155817767,135592.06050439444,4068.2456888092647,3
2025-07-13,135592.06050439444,0.0,0.0,135592.06050439444,4068.2456888092647,3
2025-07-18,135592.06050439444,0.0,5.697790359200833,135586.36271403523,5424.166293853209,4
2025-07-23,135586.36271403523,0.0,0.0,135586.36271403523,5424.166293853209,4
2025-07-24,135586.36271403523,0.0,0.0,135586.36271403523,5424.166293853209,4
2025-07-29,135586.36271403523,-5.697790359200833,0.0,135580.66492367603,4068.2456888092647,3
2025-08-01,135580.66492367603,-8.136591155817767,0.0,135572.52833252022,2712.243717853762,2
2025-08-02,135572.52833252022,0.0,0.0,135572.52833252022,2712.243717853762,2
2025-08-08,135572.52833252022,2701.645089190515,0.0,138274.17342171073,1356.1637194214882,1
2025-09-04,138274.17342171073,0.0,7.8989078937709065,138266.27451381696,2738.9054536385956,2
2025-09-09,138266.27451381696,-292.7705081167008,8.56275097668512,137964.94125472358,2762.4767742741096,2
2025-09-22,137964.94125472358,-8.56275097668512,0.0,137956.3785037469,1382.7417342171073,1
2025-09-24,137956.3785037469,-7.8989078937709065,0.0,137948.47959585313,0.0,0
2025-10-03,137948.47959585313,0.0,11.589152067120027,137936.89044378602,1379.4847959585313,1
2025-10-05,137936.89044378602,0.0,13.61788438935214,137923.27255939666,2758.8537003963916,2
2025-10-10,137923.27255939666,-2781.301883152468,0.0,135141.9706762442,0.0,0
2025-10-28,135141.9706762442,0.0,21.717051384518484,135120.25362485967,2702.723990479538,2
2025-11-03,135120.25362485967,-2721.738317873577,0.0,132398.51530698608,0.0,0
2026-01-12,132398.51530698608,0.0,9.477688037178293,132389.0376189489,1323.9851530698609,1
2026-01-15,132389.0376189489,0.0,7.396796165040336,132381.64082278387,2647.8755292593496,2
2026-01-20,132381.64082278387,0.0,5.131675227186987,132376.50914755667,3971.6919374871886,3
2026-01-25,132376.50914755667,-2662.1021379323092,0.0,129714.40700962437,1323.8164082278388,1
2026-01-31,129714.40700962437,-1327.624267046798,0.0,128386.78274257758,0.0,0
2026-03-15,128386.78274257758,0.0,13.55448027439842,128373.22826230318,1283.8678274257759,1
2026-03-16,128373.22826230318,0.0,9.320441386759533,128363.90782091641,2567.6001100488074,2
2026-03-17,128363.90782091641,0.0,6.065692814548017,128357.84212810187,3851.2391882579714,3
2026-03-18,128357.84212810187,0.0,0.0,128357.84212810187,3851.2391882579714,3
2026-03-19,128357.84212810187,0.0,0.0,128357.84212810187,3851.2391882579714,3
2026-04-14,128357.84212810187,0.0,0.0,128357.84212810187,3851.2391882579714,3
2026-04-18,128357.84212810187,0.0,11.461757076730498,128346.38037102514,5134.81760953899,4
2026-04-22,128346.38037102514,0.0,0.0,128346.38037102514,5134.81760953899,4
2026-05-02,128346.38037102514,0.0,0.0,128346.38037102514,5134.81760953899,4
2026-05-14,128346.38037102514,1526.9731540513417,0.0,129873.35352507648,3850.9497821132145,3
2026-05-15,129873.35352507648,439.3748037990433,0.0,130312.72832887553,2567.217499490183,2
2026-05-16,130312.72832887553,-444.5208832425022,0.0,129868.20744563303,1283.5784212810188,1
2026-05-19,129868.20744563303,0.0,0.0,129868.20744563303,1283.5784212810188,1
2026-05-23,129868.20744563303,-11.461757076730498,0.0,129856.7456885563,0.0,0
2026-07-07,129856.7456885563,0.0,12.19281801904865,129844.55287053726,1298.567456885563,1
2026-07-16,129844.55287053726,0.0,5.8287037579227405,129838.72416677933,2597.0129855909354,2
2026-07-18,129838.72416677933,0.0,0.0,129838.72416677933,2597.0129855909354,2
2026-07-23,129838.72416677933,0.0,0.0,129838.72416677933,2597.0129855909354,2
2026-08-15,129838.72416677933,-306.9551737898913,0.0,129531.76899298944,0.0,0
