symbol,first_trough_idx,second_trough_idx,first_trough_date,second_trough_date,first_trough_low,second_trough_low,neckline,support_touch_count,breakout_idx,breakout_date,retest_idx,retest_date,entry_idx,entry_date,entry_price,initial_stop,risk_per_unit,target_price,breakeven_trigger,exit_idx,exit_date,exit_price,exit_reason,holding_bars,gross_r,quantity,risk_amount,gross_pnl,entry_fee,exit_fee,fees,net_pnl,net_r,equity_before_entry,equity_after_entry,equity_after_exit,concurrent_open_risk,concurrent_open_risk_pct
SOLUSDT,1465,1520,2024-08-16,2024-10-10,136.1,135.52,162.3,4,1530,2024-10-20,1531,2024-10-21,1532,2024-10-22,166.16,134.1648,31.995199999999983,230.15039999999996,198.15519999999998,1558,2024-11-17,230.15039999999996,target,27,2.0,39.26072794597446,1256.1548427770413,2512.3096855540825,6.523562555503116,9.035872241057199,15.559434796560314,2496.7502507575223,1.9876134420163025,125615.48427770413,125608.96071514863,133112.54439454732,3768.7655913335766,0.03000239670295572
ETHUSDT,2646,2651,2024-11-15,2024-11-20,3014.5,3029.41,3224.94,3,2654,2024-11-23,2657,2024-11-26,2658,2024-11-27,3324.74,2984.355,340.38499999999976,4005.5099999999993,3665.1249999999995,2667,2024-12-06,4005.5099999999993,target,10,2.0,3.9106466029509943,1331.1254439454733,2662.2508878909466,13.001883186695288,15.664134074586235,28.666017261281524,2633.584870629665,1.9784648265934164,133112.54439454732,133099.54251136063,135746.129265177,1331.1254439454733,0.01
BTCUSDT,2681,2691,2024-12-20,2024-12-30,92232.54,91530.45,99963.7,2,2698,2025-01-06,2707,2025-01-15,2708,2025-01-16,100497.35,90615.1455,9882.204500000007,120261.75900000002,110379.55450000001,2748,2025-02-25,90615.1455,stop,41,-1.0,0.1373642179385955,1357.46129265177,-1357.46129265177,13.80473988765131,12.44727859499954,26.25201848265085,-1383.7133111344208,-1.019339054914316,135746.129265177,135732.32452528935,134362.41595404258,1357.46129265177,0.01
PEPEUSDT,668,680,2025-03-04,2025-03-16,6.27e-06,6.45e-06,7.45e-06,2,683,2025-03-19,684,2025-03-20,685,2025-03-21,7.65e-06,6.2073e-06,1.4426999999999998e-06,1.0535399999999999e-05,9.092699999999999e-06,692,2025-03-28,7.65e-06,breakeven,8,0.0,931326096.5830915,1343.6241595404258,0.0,7.12464463886065,7.12464463886065,14.2492892777213,-14.2492892777213,-0.01060511540860886,134362.41595404258,134355.29130940372,134348.16666476487,1343.6241595404258,0.01
SOLUSDT,1690,1708,2025-03-29,2025-04-16,122.68,123.49,136.21,4,1711,2025-04-19,1712,2025-04-20,1713,2025-04-21,137.86,121.45320000000001,16.406800000000004,170.67360000000002,154.26680000000002,1731,2025-05-09,170.67360000000002,target,19,2.0,81.88566122873738,1343.4816666476488,2686.9633332952976,11.288757256993737,13.975720590289033,25.26447784728277,2661.698855448015,1.981194772899042,134348.16666476487,134336.87790750788,137009.8655202129,1343.4816666476488,0.01
SOLUSDT,1722,1728,2025-04-30,2025-05-06,140.32,141.41,153.99,6,1731,2025-05-09,1752,2025-05-30,1753,2025-05-31,156.2,138.9168,17.283199999999994,190.76639999999998,173.48319999999998,1773,2025-06-20,138.9168,stop,21,-1.0,79.27343635450202,1370.0986552021288,-1370.0986552021288,12.382510758573215,11.012412103371087,23.394922861944302,-1393.493578064073,-1.0170753564154786,137009.8655202129,136997.4830094543,135616.3719421488,1370.0986552021288,0.01
BTCUSDT,2848,2865,2025-06-05,2025-06-22,100372.26,98200.0,110530.17,2,2882,2025-07-09,2883,2025-07-10,2884,2025-07-11,116010.01,97218.0,18792.009999999995,153594.02999999997,134802.02,2944,2025-09-09,112065.23,time,60,-0.20991793852812976,0.07216703904592901,1356.1637194214882,-284.6830922875998,8.372098921388615,8.087415829101015,16.45951475048963,-301.1426070380894,-0.22205475837869393,135616.3719421488,135607.99984322742,137973.50400570026,1356.1637194214882,0.01
ETHUSDT,2837,2844,2025-05-25,2025-06-01,2463.0,2468.56,2788.0,3,2853,2025-06-10,2883,2025-07-10,2884,2025-07-11,2951.29,2438.37,512.9200000000001,3977.13,3464.21,2912,2025-08-08,3977.13,target,29,2.0,2.643843091383206,1356.0799984322741,2712.1599968645482,7.802747677168342,10.514907674032889,18.317655351201232,2693.842341513347,1.9864922015129065,135607.99984322742,135600.19709555025,138274.17342171073,2712.243717853762,0.02000061737500229
SOLUSDT,1766,1780,2025-06-13,2025-06-27,140.21,137.14,158.8,7,1793,2025-07-10,1794,2025-07-11,1795,2025-07-12,162.92,135.7686,27.151399999999995,217.22279999999998,190.07139999999998,1815,2025-08-01,162.92,breakeven,21,0.0,49.94224868535334,1356.0019709555024,0.0,8.136591155817767,8.136591155817767,16.273182311635534,-16.273182311635534,-0.012000854467909577,135600.19709555025,135592.06050439444,135572.52833252022,4068.2456888092647,0.030001768256594702
DOGEUSDT,2161,2169,2025-06-05,2025-06-13,0.168,0.16987,0.20672,3,2202,2025-07-16,2203,2025-07-17,2204,2025-07-18,0.21826,0.16632,0.051940000000000014,0.32214000000000004,0.2702,2215,2025-07-29,0.21826,breakeven,12,0.0,26105.518002386292,1355.9206050439443,0.0,5.697790359200833,5.697790359200833,11.395580718401666,-11.395580718401666,-0.008404312668463611,135592.06050439444,135586.36271403523,135580.66492367603,5424.166293853209,0.04000356859889607
SOLUSDT,1808,1833,2025-07-25,2025-08-19,175.63,175.69,209.86,3,1842,2025-08-28,1848,2025-09-03,1849,2025-09-04,210.77,173.87369999999999,36.896300000000025,284.5626000000001,247.66630000000004,1869,2025-09-24,210.77,breakeven,21,0.0,37.47643352360823,1382.7417342171073,0.0,7.8989078937709065,7.8989078937709065,15.797815787541813,-15.797815787541813,-0.011424993834070075,138274.17342171073,138266.27451381696,137948.47959585313,2738.9054536385956,0.019807787570607558
DOGEUSDT,2242,2249,2025-08-25,2025-09-01,0.20585,0.20476,0.22597,2,2255,2025-09-07,2256,2025-09-08,2257,2025-09-09,0.24165,0.2027124,0.03893760000000002,0.31952520000000006,0.28058760000000005,2270,2025-09-22,0.24165,breakeven,14,0.0,35434.516766749926,1379.7350400570026,0.0,8.56275097668512,8.56275097668512,17.12550195337024,-17.12550195337024,-0.012412167159763308,137973.50400570026,137964.94125472358,137956.3785037469,2762.4767742741096,0.02002179182287043
BTCUSDT,2936,2961,2025-09-01,2025-09-26,107255.0,108620.07,117900.0,2,2966,2025-10-01,2967,2025-10-02,2968,2025-10-03,120529.35,106182.45,14346.900000000009,149223.15000000002,134876.25,2975,2025-10-10,106182.45,stop,8,-1.0,0.09615211620339797,1379.4847959585313,-1379.4847959585313,11.589152067120027,10.209667271161496,21.798819338281525,-1401.2836152968127,-1.0158021454112038,137948.47959585313,137936.89044378602,136533.57809616698,1379.4847959585313,0.01
PEPEUSDT,873,878,2025-09-25,2025-09-30,8.86e-06,8.97e-06,9.51e-06,4,881,2025-10-03,882,2025-10-04,883,2025-10-05,9.76e-06,8.7714e-06,9.885999999999993e-07,1.1737199999999998e-05,1.0748599999999999e-05,888,2025-10-10,8.7714e-06,stop,6,-1.0,1395275039.8926373,1379.3689044378602,-1379.3689044378602,13.61788438935214,12.238515484914279,25.85639987426642,-1405.2253043121266,-1.0187450940724256,137936.89044378602,137923.27255939666,135141.9706762442,2758.8537003963916,0.02000084017785451
ETHUSDT,2982,2987,2025-10-17,2025-10-22,3674.5,3710.0,4110.0,3,2991,2025-10-26,2992,2025-10-27,2993,2025-10-28,4120.16,3637.755,482.40499999999975,5084.969999999999,4602.565,2999,2025-11-03,3637.755,stop,7,-1.0,2.801421433779589,1351.419706762442,-1351.419706762442,11.542304534601312,10.190884827838868,21.73318936244018,-1373.1528961248823,-1.0160817466651466,135141.9706762442,135130.4283717096,133758.64303326939,1351.419706762442,0.01
SOLUSDT,1892,1897,2025-10-17,2025-10-22,174.06,177.04,197.71,5,1901,2025-10-26,1902,2025-10-27,1903,2025-10-28,198.71,172.3194,26.390600000000006,251.49120000000002,225.10060000000001,1909,2025-11-03,172.3194,stop,7,-1.0,51.20400004990776,1351.304283717096,-1351.304283717096,10.174746849917172,8.823442566200075,18.99818941611725,-1370.3024731332132,-1.0140591498488096,135130.4283717096,135120.25362485967,132398.51530698608,2702.723990479538,0.020000854160286005
DOGEUSDT,2357,2365,2025-12-18,2025-12-26,0.11993,0.12064,0.1354,3,2372,2026-01-02,2381,2026-01-11,2382,2026-01-12,0.13801,0.1187307,0.0192793,0.1765686,0.1572893,2395,2026-01-25,0.1187307,stop,14,-1.0,68673.92244894062,1323.9851530698609,-1323.9851530698609,9.477688037178293,8.153702884108434,17.631390921286727,-1341.6165439911476,-1.013316909846312,132398.51530698608,132389.0376189489,131044.37029160271,1323.9851530698609,0.01
SOLUSDT,1927,1937,2025-11-21,2025-12-01,121.66,123.11,144.75,6,1980,2026-01-13,1981,2026-01-14,1982,2026-01-15,146.7,120.4434,26.25659999999999,199.21319999999997,172.95659999999998,1992,2026-01-25,120.4434,stop,11,-1.0,50.421241752149534,1323.890376189489,-1323.890376189489,7.396796165040336,6.072905788850847,13.469701953891184,-1337.3600781433802,-1.010174333310482,132389.0376189489,132381.64082278387,129714.40700962437,2647.8755292593496,0.02000071589673946
PEPEUSDT,940,970,2025-12-01,2025-12-31,3.95e-06,3.98e-06,5.07e-06,2,973,2026-01-03,989,2026-01-19,990,2026-01-20,5.27e-06,3.9105e-06,1.3595000000000003e-06,7.989000000000001e-06,6.629500000000001e-06,1001,2026-01-31,3.9105e-06,stop,12,-1.0,973752415.0259937,1323.8164082278388,-1323.8164082278388,5.131675227186987,3.8078588189591485,8.939534046146136,-1332.7559422739848,-1.0067528503126149,132381.64082278387,132376.50914755667,128386.78274257758,3971.6919374871886,0.030001833432507438
BTCUSDT,3100,3107,2026-02-12,2026-02-19,65118.0,65631.83,70983.0,3,3120,2026-03-04,3130,2026-03-14,3131,2026-03-15,71211.95,64466.82,6745.129999999997,84702.20999999999,77957.07999999999,3191,2026-05-14,79313.61,time,60,1.201112506356439,0.19033996786211332,1283.8678274257759,1542.0697040297698,13.55448027439842,15.09654997842819,28.651030252826608,1513.4186737769433,1.1787963226802163,128386.78274257758,128373.22826230318,129873.35352507648,1283.8678274257759,0.01
ETHUSDT,3100,3107,2026-02-12,2026-02-19,1897.24,1907.0,2107.67,6,3120,2026-03-04,3131,2026-03-15,3132,2026-03-16,2178.29,1878.2676,300.02240000000006,2778.3348,2478.3124,3192,2026-05-15,2283.26,time,60,0.34987387608391984,4.278788125896705,1283.7322826230318,449.1443895753782,9.320441386759533,9.769585776334912,19.090027163094447,430.0543624122838,0.33500315309790285,128373.22826230318,128363.90782091641,130312.72832887553,2567.6001100488074,0.020001055865031817
SOLUSDT,2010,2026,2026-02-12,2026-02-28,76.6,77.12,92.1,2,2041,2026-03-15,2042,2026-03-16,2043,2026-03-17,96.19,75.83399999999999,20.35600000000001,136.90200000000002,116.546,2103,2026-05-16,89.23,time,60,-0.34191393201021764,63.059494901216524,1283.6390782091642,-438.89408451246663,6.065692814548017,5.626798730035551,11.692491544583568,-450.5865760570502,-0.35102279426213356,128363.90782091641,128357.84212810187,129868.20744563303,3851.2391882579714,0.030002508132043845
DOGEUSDT,2451,2472,2026-03-22,2026-04-12,0.08916,0.09028,0.09796,5,2476,2026-04-16,2477,2026-04-17,2478,2026-04-18,0.0994,0.0882684,0.011131600000000005,0.12166320000000001,0.11053160000000001,2513,2026-05-23,0.0994,breakeven,36,0.0,115309.42733129273,1283.5784212810188,0.0,11.461757076730498,11.461757076730498,22.923514153460996,-22.923514153460996,-0.017859067878831427,128357.84212810187,128346.38037102514,129856.7456885563,5134.81760953899,0.04000392593398705
BTCUSDT,3233,3239,2026-06-25,2026-07-01,58115.01,57800.19,60941.17,4,3242,2026-07-04,3244,2026-07-06,3245,2026-07-07,64042.93,57222.1881,6820.741900000001,77684.41380000001,70863.6719,3284,2026-08-15,63086.01,end_of_data,40,-0.14029558866609484,0.1903850748091733,1298.567456885563,-182.18328578639378,12.19281801904865,12.010634733262256,24.203452752310906,-206.3867385387047,-0.15893416814379066,129856.7456885563,129844.55287053726,129644.53024625967,1298.567456885563,0.01
ETHUSDT,3214,3234,2026-06-06,2026-06-26,1505.68,1512.0,1849.54,9,3252,2026-07-14,3253,2026-07-15,3254,2026-07-16,1917.86,1490.6232,427.2367999999999,2772.3336,2345.0968,3284,2026-08-15,1882.64,end_of_data,31,-0.08243671893432356,3.039170616167364,1298.4455287053727,-107.03958910141395,5.8287037579227405,5.721664168821327,11.550367926744068,-118.58995702815803,-0.09133225415039109,129844.55287053726,129838.72416677933,129531.76899298944,2597.0129855909354,0.020000939031923133
