signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-04 00:00:00+00:00,2023-12-28 00:00:00+00:00,97.14,2024-01-05 00:00:00+00:00,104.94147299999999,96.11699999999999,131.41489199999998,2024-01-05 00:00:00+00:00,96.0881649,stop,-8.953822918949998,-1.0000000000000009
2024-01-17 00:00:00+00:00,2023-12-28 00:00:00+00:00,97.14,2024-01-18 00:00:00+00:00,102.13063,96.0175,120.47001999999999,2024-01-18 00:00:00+00:00,95.98869475000001,stop,-6.240994912374984,-0.9999999999999989
2024-05-03 00:00:00+00:00,2024-03-11 00:00:00+00:00,136.49,2024-05-04 00:00:00+00:00,143.74310999999997,135.2006,169.37063999999987,2024-05-17 00:00:00+00:00,169.31982880799987,target,25.420187338595895,2.914316301279123
2024-05-20 00:00:00+00:00,2024-04-05 00:00:00+00:00,167.84,2024-05-21 00:00:00+00:00,186.746007,166.63264999999998,247.08607800000001,2024-05-23 00:00:00+00:00,166.582660205,stop,-20.34001112860249,-0.9999999999999994
2024-06-30 00:00:00+00:00,2024-05-13 00:00:00+00:00,137.78,2024-07-01 00:00:00+00:00,146.653983,136.40455,177.40228200000004,2024-07-04 00:00:00+00:00,136.363628635,stop,-10.431863170817525,-1.0000000000000002
2024-07-08 00:00:00+00:00,2024-06-18 00:00:00+00:00,127.95,2024-07-09 00:00:00+00:00,139.851943,127.13114999999999,178.01432200000005,2024-07-21 00:00:00+00:00,177.96091770340004,target,37.950068273048345,2.943598870615429
2024-10-04 00:00:00+00:00,2024-08-16 00:00:00+00:00,136.1,2024-10-05 00:00:00+00:00,143.282972,135.27024999999998,167.32113800000008,2024-10-20 00:00:00+00:00,167.2709416586001,target,23.832692701770785,2.909065598593105
2025-02-20 00:00:00+00:00,2025-01-13 00:00:00+00:00,168.88,2025-02-21 00:00:00+00:00,176.0528,166.8217,203.74609999999998,2025-02-23 00:00:00+00:00,166.77165349,stop,-9.452558736744987,-1.0000000000000013
2025-05-21 00:00:00+00:00,2025-05-13 00:00:00+00:00,166.18,2025-05-22 00:00:00+00:00,173.592062,164.68245,200.32089800000003,2025-05-30 00:00:00+00:00,164.633045265,stop,-9.128129288632516,-1.0000000000000007
2025-06-09 00:00:00+00:00,2025-06-01 00:00:00+00:00,150.59,2025-06-10 00:00:00+00:00,161.208348,148.83210000000003,198.33709199999993,2025-06-13 00:00:00+00:00,148.78745037000002,stop,-12.575895529184974,-0.999999999999999
2025-07-09 00:00:00+00:00,2025-06-01 00:00:00+00:00,150.59,2025-07-10 00:00:00+00:00,157.10711799999999,149.77735,179.0964219999999,2025-07-18 00:00:00+00:00,179.0426930733999,target,21.767500167863204,2.8914918141825385
2025-08-03 00:00:00+00:00,2025-07-15 00:00:00+00:00,157.23,2025-08-04 00:00:00+00:00,162.028594,155.4986,181.61857599999996,2025-08-09 00:00:00+00:00,181.56409042719997,target,19.363700084986387,2.874921535263775
2025-09-28 00:00:00+00:00,2025-09-06 00:00:00+00:00,199.32,2025-09-29 00:00:00+00:00,210.893249,197.01,252.54299600000002,2025-10-10 00:00:00+00:00,196.950897,stop,-14.146274073000011,-1.0000000000000016
2025-10-13 00:00:00+00:00,2025-09-26 00:00:00+00:00,190.8,2025-10-14 00:00:00+00:00,208.75260699999998,189.06990000000002,267.8007279999999,2025-10-16 00:00:00+00:00,189.01317903000003,stop,-19.938310863014944,-0.9999999999999994
2025-11-24 00:00:00+00:00,2025-11-17 00:00:00+00:00,128.82,2025-11-25 00:00:00+00:00,138.471529,127.7978,170.49271600000003,2025-12-01 00:00:00+00:00,127.75946066,stop,-10.845183834830003,-0.9999999999999996
2026-01-26 00:00:00+00:00,2025-12-26 00:00:00+00:00,119.24,2026-01-27 00:00:00+00:00,124.277272,117.93735,143.297038,2026-01-29 00:00:00+00:00,117.901968795,stop,-6.496392825397493,-0.9999999999999998
2026-04-03 00:00:00+00:00,2026-03-29 00:00:00+00:00,78.96,2026-04-04 00:00:00+00:00,80.414117,78.45575,86.28921800000003,2026-04-07 00:00:00+00:00,78.432213275,stop,-2.061326890137506,-0.9999999999999977
2026-04-07 00:00:00+00:00,2026-03-29 00:00:00+00:00,78.96,2026-04-08 00:00:00+00:00,85.585668,77.98809999999999,108.37837200000003,2026-06-02 00:00:00+00:00,77.96470357,stop,-7.702739615784996,-0.9999999999999998
2026-07-30 00:00:00+00:00,2026-07-24 00:00:00+00:00,73.44,2026-07-31 00:00:00+00:00,74.542356,72.7743,79.846524,2026-07-31 00:00:00+00:00,72.75246771,stop,-1.8635357018549878,-0.9999999999999984
