signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-27 00:00:00+00:00,2024-01-12 00:00:00+00:00,41500.0,2024-01-28 00:00:00+00:00,42133.266188999994,41187.368299999995,44970.959855999994,2024-02-08 00:00:00+00:00,44957.468568043194,target,2780.6570116646785,2.780912191979337
2024-05-03 00:00:00+00:00,2024-03-05 00:00:00+00:00,59005.0,2024-05-04 00:00:00+00:00,62900.874603,58517.263399999996,76051.708212,2024-06-24 00:00:00+00:00,58499.70822098,stop,-4461.866673431984,-0.9999999999999992
2024-12-24 00:00:00+00:00,2024-12-09 00:00:00+00:00,94150.05,2024-12-25 00:00:00+00:00,98693.179074,93101.1749,115469.191596,2024-12-29 00:00:00+00:00,93073.24454753,stop,-5715.81773828076,-0.9999999999999996
2025-08-07 00:00:00+00:00,2025-07-25 00:00:00+00:00,114723.16,2025-08-08 00:00:00+00:00,117507.261606,113687.705,128965.931424,2025-08-19 00:00:00+00:00,113653.5986885,stop,-3969.2433476472547,-1.0000000000000027
2025-08-22 00:00:00+00:00,2025-08-03 00:00:00+00:00,111920.0,2025-08-23 00:00:00+00:00,116971.0808,111126.36605,134505.22505,2025-08-24 00:00:00+00:00,111093.028140185,stop,-5992.084714285101,-1.0000000000000013
2025-09-01 00:00:00+00:00,2025-07-08 00:00:00+00:00,107429.57,2025-09-02 00:00:00+00:00,109270.20122899998,106718.725,116924.62991599992,2025-09-16 00:00:00+00:00,116889.55252702512,target,7506.27142114713,2.788911107847305
2025-09-29 00:00:00+00:00,2025-08-03 00:00:00+00:00,111920.0,2025-09-30 00:00:00+00:00,114346.263591,111002.84675,124376.51411399999,2025-10-05 00:00:00+00:00,124339.2011597658,target,9873.594836390415,2.8296165185099342
2025-11-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,102000.0,2025-11-10 00:00:00+00:00,104754.366885,100893.0,116338.46753999998,2025-11-12 00:00:00+00:00,100862.73210000001,stop,-3994.4433344924923,-1.0000000000000016
2025-12-27 00:00:00+00:00,2025-12-07 00:00:00+00:00,87719.28,2025-12-28 00:00:00+00:00,87903.3631,86816.78475,91163.09814999999,2025-12-29 00:00:00+00:00,86790.73971457501,stop,-1199.9704368322755,-1.000000000000004
2026-01-01 00:00:00+00:00,2025-12-07 00:00:00+00:00,87719.28,2026-01-02 00:00:00+00:00,88865.701715,87112.67785,94124.77331000003,2026-01-05 00:00:00+00:00,94096.53587800704,target,5139.353044210538,2.752536035893215
2026-03-02 00:00:00+00:00,2026-02-19 00:00:00+00:00,65631.83,2026-03-03 00:00:00+00:00,68850.709018,64932.91395,80604.09422199997,2026-05-04 00:00:00+00:00,80579.91299373338,target,11654.488664727516,2.9105973179272167
2026-05-30 00:00:00+00:00,2026-04-20 00:00:00+00:00,73724.31,2026-05-31 00:00:00+00:00,73906.545314,72849.92,77076.42125600002,2026-06-01 00:00:00+00:00,72828.065024,stop,-1151.847595169002,-0.9999999999999931
2026-06-29 00:00:00+00:00,2026-06-05 00:00:00+00:00,59130.91,2026-06-30 00:00:00+00:00,60278.27806,58605.50995,65296.58238999999,2026-06-30 00:00:00+00:00,58587.928297015,stop,-1749.7828661635017,-1.0000000000000007
