symbol,split,variant,config_id,trades,win_rate,expectancy_r,profit_factor,max_drawdown_r,total_r
ETHUSDT,development,strong_close,16,44,0.29545454545454547,0.14892939406638375,1.2113836560942222,-10.000000000000002,6.552893338920885
BTCUSDT,development,strong_close,17,44,0.29545454545454547,0.14219809033456887,1.201829547571646,-4.070632331673901,6.25671597472103
ETHUSDT,development,strong_close,17,44,0.3181818181818182,0.24106822522531893,1.3535667303304675,-10.000000000000004,10.607001909914032
BTCUSDT,development,strong_close,18,23,0.30434782608695654,0.17189958191267485,1.24710564899947,-4.374913481789214,3.9536903839915216
ETHUSDT,development,strong_close,18,26,0.2692307692307692,0.05201749764369145,1.071181838880841,-9.126649312010073,1.3524549387359777
BTCUSDT,development,strong_close,19,22,0.3181818181818182,0.23168643112567278,1.3398067656509869,-4.291793859757071,5.097101484764801
ETHUSDT,development,strong_close,19,26,0.2692307692307692,0.053684770802866794,1.073463370572344,-9.120957487697778,1.3958040408745367
BTCUSDT,development,strong_close,20,55,0.3090909090909091,0.18451566866309613,1.2670621520123753,-10.254082295292587,10.148361776470287
ETHUSDT,development,strong_close,20,54,0.25925925925925924,0.010401064463102475,1.0140414370251882,-10.000000000000004,0.5616574810075337
BTCUSDT,development,strong_close,21,54,0.3148148148148148,0.2145256321471278,1.3130914631336457,-9.231253001805372,11.584384135944902
ETHUSDT,development,strong_close,21,54,0.2777777777777778,0.08535285681490384,1.11818087866679,-10.000000000000004,4.609054268004807
BTCUSDT,development,strong_close,22,31,0.25806451612903225,-0.006731739325820804,0.9909267861260674,-9.156580991400514,-0.20868391910044493
ETHUSDT,development,strong_close,22,32,0.25,-0.021433031613125042,0.9714226245158333,-11.12664931201007,-0.6858570116200013
BTCUSDT,development,strong_close,23,30,0.26666666666666666,0.03174222809194937,1.043284856489022,-8.14022542285752,0.9522668427584811
ETHUSDT,development,strong_close,23,32,0.25,-0.02004858511381119,0.9732685531815851,-11.12095748769778,-0.6415547236419581
BTCUSDT,development,strong_close,24,38,0.3157894736842105,0.2199344333242018,1.3214426333199867,-4.999999999999999,8.357508466319668
ETHUSDT,development,strong_close,24,34,0.2647058823529412,0.03117728871333286,1.0424011126501327,-10.227579056881977,1.0600278162533172
BTCUSDT,development,strong_close,25,37,0.32432432432432434,0.2580678333642731,1.3819403933791239,-4.999999999999998,9.548509834478104
ETHUSDT,development,strong_close,25,34,0.29411764705882354,0.14905128694541747,1.2111559898393416,-10.214954063207301,5.0677437561441945
BTCUSDT,development,strong_close,26,20,0.3,0.16643019328903683,1.2377574189843383,-5.999999999999998,3.3286038657807366
ETHUSDT,development,strong_close,26,22,0.2727272727272727,0.06618590233962332,1.091005615716982,-9.12664931201007,1.456089851471713
BTCUSDT,development,strong_close,27,19,0.3157894736842105,0.23099449181694054,1.3376073341939902,-6.0,4.38889534452187
ETHUSDT,development,strong_close,27,22,0.2727272727272727,0.06782422613890103,1.093258310940989,-9.12095748769778,1.4921329750558225
BTCUSDT,development,strong_close,28,43,0.32558139534883723,0.24986701749387266,1.3704924742150522,-6.254082295292585,10.744281752236525
ETHUSDT,development,strong_close,28,42,0.2619047619047619,0.021677926174983805,1.0293700935273973,-9.42110246391988,0.9104728993493199
BTCUSDT,development,strong_close,29,42,0.3333333333333333,0.2878412878159936,1.4317619317239907,-5.231253001805364,12.08933408827173
ETHUSDT,development,strong_close,29,42,0.2857142857142857,0.11732249246152528,1.1642514894461349,-9.395462051431874,4.9275446833840615
BTCUSDT,development,strong_close,30,25,0.28,0.08664918250755091,1.1203460868160429,-6.271130557390341,2.166229562688773
ETHUSDT,development,strong_close,30,26,0.2692307692307692,0.05452991927368179,1.0746198895324066,-10.208929752499959,1.4177779011157265
BTCUSDT,development,strong_close,31,24,0.2916666666666667,0.13516919593814816,1.190827100147974,-6.0,3.244060702515556
