signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-01 12:00:00+00:00,2023-12-29 00:00:00+00:00,2311.16,2024-01-01 16:00:00+00:00,2315.384407,2292.54516,2383.9021479999997,2024-01-02 00:00:00+00:00,2383.1869773555995,target,65.45328466342164,2.5339405577758676
2024-01-08 08:00:00+00:00,2024-01-05 16:00:00+00:00,2206.17,2024-01-08 12:00:00+00:00,2241.2821830000003,2202.2655299999997,2358.332142000002,2024-01-09 20:00:00+00:00,2357.624642357402,target,114.0430059447232,2.7218696189733373
2024-01-09 20:00:00+00:00,2023-12-31 20:00:00+00:00,2258.88,2024-01-10 00:00:00+00:00,2345.00329,2245.47228,2643.5963200000006,2024-01-11 08:00:00+00:00,2642.803241104001,target,295.30604783844865,2.881047187124044
2024-01-16 12:00:00+00:00,2024-01-15 20:00:00+00:00,2500.33,2024-01-16 16:00:00+00:00,2560.207832,2497.54995,2748.181478,2024-01-18 16:00:00+00:00,2496.800685015,stop,-65.93565124350752,-1.0000000000000009
2024-01-19 08:00:00+00:00,2024-01-14 20:00:00+00:00,2470.0,2024-01-19 12:00:00+00:00,2489.726694,2457.97956,2584.968095999999,2024-01-19 16:00:00+00:00,2457.2421661320004,stop,-34.958012298065704,-1.0000000000000087
2024-01-19 16:00:00+00:00,2024-01-18 20:00:00+00:00,2428.56,2024-01-19 20:00:00+00:00,2494.118011,2412.7848,2738.1176440000004,2024-01-22 04:00:00+00:00,2412.06096456,stop,-84.51013592778011,-0.9999999999999987
2024-01-26 08:00:00+00:00,2024-01-24 20:00:00+00:00,2196.12,2024-01-26 12:00:00+00:00,2254.696206,2193.7940099999996,2437.4027940000014,2024-02-07 20:00:00+00:00,2436.6715731618015,target,179.62968327222032,2.816207489952198
2024-03-27 08:00:00+00:00,2024-03-26 16:00:00+00:00,3542.62,2024-03-27 12:00:00+00:00,3586.145521,3529.42704,3756.3009639999996,2024-03-27 12:00:00+00:00,3528.368211888,stop,-61.334565978443756,-1.000000000000002
2024-03-29 08:00:00+00:00,2024-03-26 16:00:00+00:00,3542.62,2024-03-29 12:00:00+00:00,3550.924958,3513.63285,3662.8012820000004,2024-03-29 12:00:00+00:00,3512.578760145,stop,-41.8779497140722,-0.9999999999999952
2024-03-31 04:00:00+00:00,2024-03-26 16:00:00+00:00,3542.62,2024-03-31 08:00:00+00:00,3626.467614,3528.88758,3919.2077160000003,2024-04-01 04:00:00+00:00,3527.8289137260003,stop,-102.21584853786275,-0.9999999999999999
2024-04-01 20:00:00+00:00,2024-03-30 16:00:00+00:00,3485.0,2024-04-02 00:00:00+00:00,3504.85114,3467.84868,3615.8585200000007,2024-04-02 00:00:00+00:00,3466.8083253960003,stop,-41.52864433669809,-1.0000000000000047
