signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-01 04:00:00+00:00,2023-12-31 00:00:00+00:00,14.921,2024-01-01 08:00:00+00:00,15.223565699999998,14.79519,16.50869279999999,2024-01-03 12:00:00+00:00,14.790751443,stop,-0.4478214155714995,-1.0000000000000004
2024-01-04 12:00:00+00:00,2023-12-26 16:00:00+00:00,14.3,2024-01-04 16:00:00+00:00,14.6774019,14.225760000000001,16.032327599999995,2024-01-05 00:00:00+00:00,14.221492272,stop,-0.47035907508599883,-1.0000000000000018
2024-01-19 04:00:00+00:00,2024-01-16 12:00:00+00:00,14.739,2024-01-19 08:00:00+00:00,15.0505138,14.70528,16.086215199999998,2024-01-19 16:00:00+00:00,14.700868416,stop,-0.36452107510799864,-1.0000000000000018
2024-01-19 16:00:00+00:00,2024-01-16 12:00:00+00:00,14.739,2024-01-19 20:00:00+00:00,15.5326584,14.621364,18.266541600000004,2024-01-22 16:00:00+00:00,14.6169775908,stop,-0.930755627195402,-0.9999999999999999
2024-01-25 16:00:00+00:00,2024-01-23 12:00:00+00:00,13.561,2024-01-25 20:00:00+00:00,13.7901358,13.492494,14.683061199999997,2024-01-28 08:00:00+00:00,14.678656281639999,target,0.8742860855991793,2.772616953607746
2024-01-29 16:00:00+00:00,2024-01-19 16:00:00+00:00,14.636,2024-01-29 20:00:00+00:00,14.9904958,14.568417,16.2567322,2024-02-01 12:00:00+00:00,16.251855180339998,target,1.245738204849827,2.8233524802739396
2024-02-13 20:00:00+00:00,2024-02-12 00:00:00+00:00,19.751,2024-02-14 00:00:00+00:00,19.8749607,19.618362,20.644756799999993,2024-02-16 12:00:00+00:00,19.612476491400002,stop,-0.2822279271956981,-1.0000000000000038
2024-02-17 16:00:00+00:00,2024-02-15 16:00:00+00:00,19.65,2024-02-17 20:00:00+00:00,20.096027,19.542438,21.756793999999996,2024-02-20 00:00:00+00:00,19.5365752686,stop,-0.5792680325343008,-1.0000000000000016
2024-02-22 04:00:00+00:00,2024-02-20 12:00:00+00:00,18.378,2024-02-22 08:00:00+00:00,18.815642999999998,18.266715,20.462426999999987,2024-02-22 12:00:00+00:00,18.261234985500003,stop,-0.5729464534927455,-0.9999999999999987
2024-03-06 04:00:00+00:00,2024-02-27 16:00:00+00:00,18.662,2024-03-06 08:00:00+00:00,19.519854199999997,18.559421999999998,22.401150799999996,2024-03-11 00:00:00+00:00,22.39443045476,target,2.8536191124326207,2.8969667715929375
