signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-01 08:00:00+00:00,2023-12-29 16:00:00+00:00,102.28,2024-01-01 12:00:00+00:00,104.36129899999999,101.67822,112.41053599999996,2024-01-02 00:00:00+00:00,112.37681283919997,target,7.907144783280389,2.807349766552787
2024-01-13 16:00:00+00:00,2024-01-10 12:00:00+00:00,91.68,2024-01-13 20:00:00+00:00,94.82844,91.47842999999999,104.87847000000004,2024-01-18 16:00:00+00:00,91.450986471,stop,-3.4705932422355015,-1.0000000000000002
2024-01-26 08:00:00+00:00,2024-01-19 16:00:00+00:00,87.04,2024-01-26 12:00:00+00:00,91.98758799999999,86.92299,107.18138199999996,2024-02-09 20:00:00+00:00,107.14922758539996,target,15.062071177607264,2.9076699905767076
2024-02-24 04:00:00+00:00,2024-02-21 16:00:00+00:00,100.23,2024-02-24 08:00:00+00:00,102.27067199999999,100.07982000000001,108.84322799999993,2024-02-26 16:00:00+00:00,108.81057503159992,target,6.434362408084128,2.7710000659892247
2024-02-26 16:00:00+00:00,2024-02-17 12:00:00+00:00,105.0,2024-02-26 20:00:00+00:00,109.73291,104.42547,125.65523,2024-02-29 04:00:00+00:00,125.61753343100001,target,15.766948209284502,2.8952326514100415
2024-03-06 04:00:00+00:00,2024-02-29 20:00:00+00:00,122.5,2024-03-06 08:00:00+00:00,133.23996,122.21766000000001,166.30685999999997,2024-03-13 20:00:00+00:00,166.256967942,target,32.867259478029,2.9380720544748002
2024-04-06 04:00:00+00:00,2024-04-02 12:00:00+00:00,175.92,2024-04-06 08:00:00+00:00,177.323181,174.71510999999998,185.14739400000008,2024-04-06 12:00:00+00:00,174.662695467,stop,-2.836478471233524,-1.0000000000000002
2024-04-08 04:00:00+00:00,2024-04-02 12:00:00+00:00,175.92,2024-04-08 08:00:00+00:00,180.204045,175.57425,194.09343,2024-04-09 04:00:00+00:00,175.52157772500001,stop,-4.860330086362504,-1.000000000000004
2024-04-10 16:00:00+00:00,2024-04-05 12:00:00+00:00,167.84,2024-04-10 20:00:00+00:00,171.361393,166.833,184.94657199999997,2024-04-12 12:00:00+00:00,166.7829501,stop,-4.747515071550006,-1.000000000000003
2024-04-20 12:00:00+00:00,2024-04-12 16:00:00+00:00,141.0,2024-04-20 16:00:00+00:00,147.24416,140.81904,166.51951999999997,2024-04-26 20:00:00+00:00,140.77679428800002,stop,-6.611376189143975,-0.9999999999999991
2024-05-15 12:00:00+00:00,2024-05-12 04:00:00+00:00,143.65,2024-05-15 16:00:00+00:00,151.655483,143.49635999999998,176.13285200000007,2024-05-20 04:00:00+00:00,176.0800121444001,target,24.260661396827892,2.9055636688553883
2024-05-25 00:00:00+00:00,2024-05-19 12:00:00+00:00,165.96,2024-05-25 04:00:00+00:00,169.700895,165.7341,181.60127999999997,2024-05-26 00:00:00+00:00,165.68437977000002,stop,-4.184207867384996,-1.0000000000000027
