signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-01 20:00:00+00:00,2023-12-24 04:00:00+00:00,43401.0,2024-01-02 00:00:00+00:00,44192.803865,43318.2384,46816.50026,2024-01-03 12:00:00+00:00,43305.24292848,stop,-931.3099599167434,-1.0000000000000075
2024-01-16 00:00:00+00:00,2024-01-14 04:00:00+00:00,42562.56,2024-01-16 04:00:00+00:00,42937.447370999995,42424.41312,44476.55012399999,2024-01-16 12:00:00+00:00,42411.685796064,stop,-568.4361415195283,-0.9999999999999936
2024-01-17 20:00:00+00:00,2024-01-14 04:00:00+00:00,42562.56,2024-01-18 00:00:00+00:00,42788.922826999995,42407.55,43933.04130799997,2024-01-18 08:00:00+00:00,42394.827735000006,stop,-436.6869672809882,-0.999999999999991
2024-01-21 16:00:00+00:00,2024-01-15 00:00:00+00:00,41718.05,2024-01-21 20:00:00+00:00,41731.905817,41483.475,42477.198268,2024-01-22 00:00:00+00:00,41471.0299575,stop,-302.4773273872435,-0.9999999999999973
2024-02-04 08:00:00+00:00,2024-02-03 12:00:00+00:00,42880.0,2024-02-04 12:00:00+00:00,43073.008026999996,42698.8584,44195.45690799999,2024-02-04 16:00:00+00:00,42686.04874248,stop,-429.8388129047378,-1.000000000000006
2024-02-05 04:00:00+00:00,2024-02-03 12:00:00+00:00,42880.0,2024-02-05 08:00:00+00:00,43084.791561,42599.358,44541.09224399999,2024-02-05 16:00:00+00:00,42586.5781926,stop,-541.0490532767984,-0.999999999999991
2024-02-06 12:00:00+00:00,2024-02-03 12:00:00+00:00,42880.0,2024-02-06 16:00:00+00:00,43257.863466999996,42615.342,45185.42786799999,2024-02-08 12:00:00+00:00,45171.87223963959,target,1869.7939047862778,2.677881339394242
2024-02-23 08:00:00+00:00,2024-02-22 12:00:00+00:00,50940.78,2024-02-23 12:00:00+00:00,51234.305682,50779.17,52599.712728,2024-02-23 16:00:00+00:00,50763.936249,stop,-521.3685539655003,-1.0000000000000053
2024-02-23 16:00:00+00:00,2024-02-22 12:00:00+00:00,50940.78,2024-02-23 20:00:00+00:00,51114.41972699999,50578.70067,52721.57689799998,2024-02-23 20:00:00+00:00,50563.527059799,stop,-601.7316405943909,-0.999999999999997
2024-02-24 04:00:00+00:00,2024-02-22 12:00:00+00:00,50940.78,2024-02-24 08:00:00+00:00,51084.02060999999,50775.64353,52009.151849999966,2024-02-26 12:00:00+00:00,51993.549104444966,target,857.9897095877515,2.2908315852457184
2024-02-26 12:00:00+00:00,2024-02-25 16:00:00+00:00,51279.8,2024-02-26 16:00:00+00:00,52858.182699,50906.043,58714.601795999995,2024-02-28 08:00:00+00:00,58696.9874154612,target,5783.02713140397,2.8638970226883833
2024-03-03 08:00:00+00:00,2024-03-02 12:00:00+00:00,61561.12,2024-03-03 12:00:00+00:00,61849.64932999999,61332.43617,63401.28880999997,2024-03-04 00:00:00+00:00,63382.268423356974,target,1470.0031344803015,2.461513893944016
2024-03-05 20:00:00+00:00,2024-03-03 04:00:00+00:00,61320.0,2024-03-06 00:00:00+00:00,63743.127203,61106.74209000001,71652.28254199997,2024-03-11 08:00:00+00:00,71630.78685723737,target,7819.972697207249,2.87802362738334
2024-03-17 00:00:00+00:00,2024-03-15 08:00:00+00:00,65600.0,2024-03-17 04:00:00+00:00,66558.951697,65057.10777,71064.48347799998,2024-03-17 04:00:00+00:00,65037.590637669,stop,-1587.1593304983292,-1.0000000000000033
2024-03-17 08:00:00+00:00,2024-03-15 08:00:00+00:00,65600.0,2024-03-17 12:00:00+00:00,66975.57664700001,65224.71,72228.17658800003,2024-03-19 00:00:00+00:00,65205.142587,stop,-1836.5244196170074,-0.9999999999999991
2024-03-22 00:00:00+00:00,2024-03-15 08:00:00+00:00,65600.0,2024-03-22 04:00:00+00:00,66001.784597,65054.88999,68842.468418,2024-03-22 08:00:00+00:00,65035.37352300301,stop,-1031.9296530569993,-0.9999999999999998
