signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-01 08:00:00+00:00,2023-12-31 00:00:00+00:00,0.6181,2024-01-01 12:00:00+00:00,0.62068615,0.6112285,0.6396014500000002,2024-01-02 08:00:00+00:00,0.6394095695650003,target,0.01809337170521774,1.7640222282687825
2024-01-08 08:00:00+00:00,2024-01-05 16:00:00+00:00,0.5532,2024-01-08 12:00:00+00:00,0.56246869,0.5477474999999999,0.5919110700000001,2024-01-10 20:00:00+00:00,0.5917334966790001,target,0.028687705585660632,1.8579470177784172
2024-01-15 16:00:00+00:00,2024-01-14 20:00:00+00:00,0.572,2024-01-15 20:00:00+00:00,0.5811742999999999,0.566752,0.6100188999999997,2024-01-16 12:00:00+00:00,0.5665819744,stop,-0.015166203737199936,-1.0000000000000047
2024-01-18 20:00:00+00:00,2024-01-10 12:00:00+00:00,0.5489,2024-01-19 00:00:00+00:00,0.5521656,0.54327,0.5699568,2024-01-19 12:00:00+00:00,0.543107019,stop,-0.009606217309500044,-1.0000000000000013
2024-01-26 16:00:00+00:00,2024-01-19 16:00:00+00:00,0.5216,2024-01-26 20:00:00+00:00,0.53255972,0.518594,0.5604911599999999,2024-01-30 16:00:00+00:00,0.5184384218,stop,-0.014646797270899962,-0.9999999999999962
2024-02-05 00:00:00+00:00,2024-02-02 12:00:00+00:00,0.4987,2024-02-05 04:00:00+00:00,0.5061518,0.4944155,0.5296244000000001,2024-02-11 08:00:00+00:00,0.5294655126800001,target,0.022795904023660062,1.8406305462189656
2024-02-12 12:00:00+00:00,2024-02-10 08:00:00+00:00,0.5186,2024-02-12 16:00:00+00:00,0.5279583400000001,0.5145145,0.5548460200000003,2024-02-13 12:00:00+00:00,0.51436014565,stop,-0.014119353592825139,-1.0000000000000044
2024-02-21 20:00:00+00:00,2024-02-20 12:00:00+00:00,0.543,2024-02-22 00:00:00+00:00,0.5491647000000001,0.5380959999999999,0.5713021000000004,2024-02-22 12:00:00+00:00,0.5379345711999999,stop,-0.01177367843560018,-1.0
2024-02-22 16:00:00+00:00,2024-02-20 12:00:00+00:00,0.543,2024-02-22 20:00:00+00:00,0.5480643700000001,0.5374990000000001,0.5691951100000001,2024-02-23 00:00:00+00:00,0.5373377503000001,stop,-0.011269320760149975,-0.9999999999999987
2024-02-24 00:00:00+00:00,2024-02-21 08:00:00+00:00,0.5326,2024-02-24 04:00:00+00:00,0.5366609499999999,0.5286435,0.5526958499999997,2024-02-26 16:00:00+00:00,0.5525300412449997,target,0.015324495749377299,1.7596935939367413
2024-02-26 16:00:00+00:00,2024-02-20 12:00:00+00:00,0.543,2024-02-26 20:00:00+00:00,0.55026503,0.5380959999999999,0.5746030900000003,2024-02-27 16:00:00+00:00,0.5744307090730003,target,0.023603331203463807,1.8333312959066035
2024-03-20 04:00:00+00:00,2024-03-19 08:00:00+00:00,0.5712,2024-03-20 08:00:00+00:00,0.5951784999999999,0.5656575,0.6542204999999998,2024-03-21 12:00:00+00:00,0.6540242338499997,target,0.05822113248307482,1.9233284004904745
2024-03-28 04:00:00+00:00,2024-03-24 04:00:00+00:00,0.6133,2024-03-28 08:00:00+00:00,0.62238666,0.605955,0.6552499799999999,2024-04-01 04:00:00+00:00,0.6057732135,stop,-0.017227526436750004,-1.0000000000000049
2024-04-08 16:00:00+00:00,2024-03-30 20:00:00+00:00,0.6178,2024-04-08 20:00:00+00:00,0.62488741,0.611527,0.65160823,2024-04-09 04:00:00+00:00,0.6113435419000001,stop,-0.014161983575949945,-0.9999999999999946
2024-04-30 20:00:00+00:00,2024-04-29 04:00:00+00:00,0.4986,2024-05-01 00:00:00+00:00,0.50075018,0.4936195,0.5150115400000002,2024-05-01 04:00:00+00:00,0.49347141415,stop,-0.007775876647075043,-0.9999999999999969
2024-05-01 20:00:00+00:00,2024-04-27 00:00:00+00:00,0.508,2024-05-02 00:00:00+00:00,0.5176552499999999,0.5049625,0.5430407499999997,2024-05-06 08:00:00+00:00,0.5428778377749998,target,0.024692321231112382,1.848854271254488
2024-05-09 00:00:00+00:00,2024-05-08 04:00:00+00:00,0.5175,2024-05-09 04:00:00+00:00,0.52225663,0.5144150000000001,0.5379398899999999,2024-05-09 08:00:00+00:00,0.5142606755000001,stop,-0.00851421315274989,-0.9999999999999957
2024-05-09 16:00:00+00:00,2024-05-03 08:00:00+00:00,0.5145,2024-05-09 20:00:00+00:00,0.51945579,0.5110319999999999,0.5363033700000001,2024-05-10 12:00:00+00:00,0.5108786904,stop,-0.009092266840199975,-1.000000000000006
2024-05-16 04:00:00+00:00,2024-05-08 04:00:00+00:00,0.5175,2024-05-16 08:00:00+00:00,0.52085621,0.5139174999999999,0.5347336300000003,2024-05-16 12:00:00+00:00,0.51376332475,stop,-0.0076101950173751,-0.9999999999999983
2024-05-20 12:00:00+00:00,2024-05-16 12:00:00+00:00,0.5123,2024-05-20 16:00:00+00:00,0.51685501,0.507848,0.5348690300000001,2024-05-20 20:00:00+00:00,0.5347085692910001,target,0.01732777750135455,1.79160700657075
2024-05-23 20:00:00+00:00,2024-05-19 20:00:00+00:00,0.5063,2024-05-24 00:00:00+00:00,0.52895864,0.5001865,0.5865029200000001,2024-06-07 16:00:00+00:00,0.50003644405,stop,-0.02943669349202498,-1.0000000000000007
2024-06-18 20:00:00+00:00,2024-06-17 04:00:00+00:00,0.4838,2024-06-19 00:00:00+00:00,0.49104727,0.478595,0.51595181,2024-06-23 20:00:00+00:00,0.47845142150000003,stop,-0.013080597845749975,-1.0000000000000002
2024-06-25 00:00:00+00:00,2024-06-18 16:00:00+00:00,0.4763,2024-06-25 04:00:00+00:00,0.47804336999999997,0.4707345,0.4926611099999999,2024-06-26 12:00:00+00:00,0.47059327965000003,stop,-0.00792440867482496,-1.000000000000002
2024-06-28 08:00:00+00:00,2024-06-18 16:00:00+00:00,0.4763,2024-06-28 12:00:00+00:00,0.48014399999999996,0.4731225,0.4941869999999999,2024-06-28 16:00:00+00:00,0.47298056325000004,stop,-0.007639999031624898,-0.9999999999999999
2024-07-03 20:00:00+00:00,2024-06-26 16:00:00+00:00,0.4652,2024-07-04 00:00:00+00:00,0.46734016,0.45998849999999997,0.4820434800000001,2024-07-04 00:00:00+00:00,0.45985050345,stop,-0.007953251881724995,-0.9999999999999959
2024-07-28 00:00:00+00:00,2024-07-25 00:00:00+00:00,0.5942,2024-07-28 04:00:00+00:00,0.59977988,0.5880449999999999,0.6232496400000003,2024-07-30 08:00:00+00:00,0.6230626651080003,target,0.02267136383544629,1.8129668443796454
2024-08-01 20:00:00+00:00,2024-07-23 16:00:00+00:00,0.5797,2024-08-02 00:00:00+00:00,0.59667895,0.575508,0.6390208500000001,2024-08-02 04:00:00+00:00,0.5753353476,stop,-0.021929609548799946,-0.9999999999999968
2024-08-03 20:00:00+00:00,2024-08-03 00:00:00+00:00,0.5432,2024-08-04 00:00:00+00:00,0.5559667399999999,0.537897,0.5921062199999998,2024-08-04 12:00:00+00:00,0.5377356309,stop,-0.01877796028544991,-1.0000000000000016
2024-08-13 04:00:00+00:00,2024-08-09 12:00:00+00:00,0.5656,2024-08-13 08:00:00+00:00,0.57327193,0.559787,0.6002417899999999,2024-08-15 16:00:00+00:00,0.5596190639,stop,-0.014219311596949887,-0.9999999999999961
2024-08-19 00:00:00+00:00,2024-08-18 04:00:00+00:00,0.5642,2024-08-19 04:00:00+00:00,0.56666995,0.5579959999999999,0.5840178500000001,2024-08-19 08:00:00+00:00,0.5838426446450001,target,0.016597438347677677,1.7650093309223784
2024-08-27 00:00:00+00:00,2024-08-23 12:00:00+00:00,0.5909,2024-08-27 04:00:00+00:00,0.5931778999999999,0.5837665,0.6120006999999998,2024-08-27 20:00:00+00:00,0.58359137005,stop,-0.010174914585024997,-1.0000000000000064
2024-09-01 16:00:00+00:00,2024-08-28 16:00:00+00:00,0.5558,2024-09-01 20:00:00+00:00,0.55966785,0.549439,0.5801255499999999,2024-09-01 20:00:00+00:00,0.5492741683,stop,-0.010948152709149978,-1.0000000000000013
2024-09-02 12:00:00+00:00,2024-08-27 20:00:00+00:00,0.5528,2024-09-02 16:00:00+00:00,0.55836746,0.5481455,0.5788113800000002,2024-09-04 00:00:00+00:00,0.5479810563499999,stop,-0.010939577908175104,-0.9999999999999986
2024-09-05 20:00:00+00:00,2024-09-01 20:00:00+00:00,0.5434,2024-09-06 00:00:00+00:00,0.54466335,0.5383945,0.55720105,2024-09-06 04:00:00+00:00,0.53823298165,stop,-0.006971816515824943,-0.9999999999999987
2024-09-08 16:00:00+00:00,2024-09-07 20:00:00+00:00,0.5228,2024-09-08 20:00:00+00:00,0.52555762,0.518196,0.5402808599999999,2024-09-09 20:00:00+00:00,0.5401187757419998,target,0.014028317544128952,1.7450591677705551
2024-09-11 16:00:00+00:00,2024-09-04 00:00:00+00:00,0.5326,2024-09-11 20:00:00+00:00,0.5366609499999999,0.5290414999999999,0.5518998499999999,2024-09-12 12:00:00+00:00,0.5517342800449999,target,0.01452913242997752,1.7481948325780043
2024-09-20 16:00:00+00:00,2024-09-20 00:00:00+00:00,0.577,2024-09-20 20:00:00+00:00,0.5830748699999999,0.5734185,0.6023876099999996,2024-09-21 16:00:00+00:00,0.6022068937169996,target,0.018539382835141217,1.7815098904234536
2024-10-08 16:00:00+00:00,2024-10-05 16:00:00+00:00,0.526,2024-10-08 20:00:00+00:00,0.530159,0.5204845,0.5495080000000001,2024-10-14 12:00:00+00:00,0.5493431476000001,target,0.018644396526200077,1.8003665814692569
2024-10-20 12:00:00+00:00,2024-10-18 00:00:00+00:00,0.5397,2024-10-20 16:00:00+00:00,0.5448634099999999,0.5344145,0.5657612299999998,2024-10-22 08:00:00+00:00,0.53425417565,stop,-0.011148793142824888,-0.9999999999999934
2024-10-24 16:00:00+00:00,2024-10-22 12:00:00+00:00,0.5291,2024-10-24 20:00:00+00:00,0.5328598099999999,0.5252605,0.5480584299999998,2024-10-25 04:00:00+00:00,0.5251029218500001,stop,-0.008285869515924884,-0.9999999999999988
2024-10-26 16:00:00+00:00,2024-10-23 16:00:00+00:00,0.5117,2024-10-26 20:00:00+00:00,0.51305387,0.5065545,0.52605261,2024-10-29 00:00:00+00:00,0.525894794217,target,0.01232144988489148,1.7206170668788747
2024-11-03 04:00:00+00:00,2024-11-01 00:00:00+00:00,0.5025,2024-11-03 08:00:00+00:00,0.50605177,0.49929100000000004,0.51957331,2024-11-03 12:00:00+00:00,0.49914121270000006,stop,-0.007413153791349956,-1.000000000000003
2024-11-04 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.5025,2024-11-04 04:00:00+00:00,0.50745219,0.4979974999999999,0.5263615700000001,2024-11-04 20:00:00+00:00,0.49784810074999997,stop,-0.010106739395375024,-1.0000000000000058
2024-11-05 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.5025,2024-11-05 04:00:00+00:00,0.5056516499999999,0.4993905,0.5181739499999997,2024-11-05 08:00:00+00:00,0.5180184978149996,target,0.01185501274109221,1.7147843183232105
2024-11-05 20:00:00+00:00,2024-11-01 20:00:00+00:00,0.5077,2024-11-06 00:00:00+00:00,0.5141542,0.504067,0.5343285999999999,2024-11-06 00:00:00+00:00,0.5341683014199999,target,0.019489940169289958,1.8134469980260848
2024-11-25 04:00:00+00:00,2024-11-23 16:00:00+00:00,1.4033,2024-11-25 08:00:00+00:00,1.47964376,1.3944925,1.6499462800000004,2024-11-25 12:00:00+00:00,1.39407415225,stop,-0.08700646670612512,-0.9999999999999989
