signal_time,support_time,support_price,entry_time,entry_fill,stop_ref,target,exit_time,exit_fill,exit_reason,net_pnl,r_multiple
2024-01-01 12:00:00+00:00,2023-12-29 00:00:00+00:00,2311.16,2024-01-01 16:00:00+00:00,2315.384407,2292.54516,2361.062901,2024-01-02 00:00:00+00:00,2360.3545821297,target,42.63230563513492,1.6504554183319085
2024-01-08 08:00:00+00:00,2024-01-05 16:00:00+00:00,2206.17,2024-01-08 12:00:00+00:00,2241.2821830000003,2202.2655299999997,2319.3154890000014,2024-01-08 16:00:00+00:00,2318.6196943533014,target,75.05756041462442,1.7914022142299983
2024-01-09 16:00:00+00:00,2023-12-31 20:00:00+00:00,2258.88,2024-01-09 20:00:00+00:00,2271.591273,2241.16659,2332.4406390000004,2024-01-09 20:00:00+00:00,2331.7409068083,target,57.84796771839593,1.7344117880040892
2024-01-09 20:00:00+00:00,2023-12-31 20:00:00+00:00,2258.88,2024-01-10 00:00:00+00:00,2345.00329,2245.47228,2544.0653100000004,2024-01-10 20:00:00+00:00,2543.3020904070004,target,195.85464771679653,1.9107853903430285
2024-01-16 12:00:00+00:00,2024-01-15 20:00:00+00:00,2500.33,2024-01-16 16:00:00+00:00,2560.207832,2497.54995,2685.523596,2024-01-18 16:00:00+00:00,2496.800685015,stop,-65.93565124350752,-1.0000000000000009
2024-01-19 08:00:00+00:00,2024-01-14 20:00:00+00:00,2470.0,2024-01-19 12:00:00+00:00,2489.726694,2457.97956,2553.2209619999994,2024-01-19 16:00:00+00:00,2457.2421661320004,stop,-34.958012298065704,-1.0000000000000087
2024-01-19 16:00:00+00:00,2024-01-18 20:00:00+00:00,2428.56,2024-01-19 20:00:00+00:00,2494.118011,2412.7848,2656.7844330000003,2024-01-22 04:00:00+00:00,2412.06096456,stop,-84.51013592778011,-0.9999999999999987
2024-01-26 08:00:00+00:00,2024-01-24 20:00:00+00:00,2196.12,2024-01-26 12:00:00+00:00,2254.696206,2193.7940099999996,2376.500598000001,2024-01-30 16:00:00+00:00,2375.7876478206013,target,118.77619989369103,1.8621556174641556
2024-01-31 12:00:00+00:00,2024-01-30 12:00:00+00:00,2297.0,2024-01-31 16:00:00+00:00,2330.118826,2289.39831,2411.5598579999996,2024-01-31 20:00:00+00:00,2288.7114905070002,stop,-43.71675065125317,-0.9999999999999978
2024-02-02 04:00:00+00:00,2024-01-30 12:00:00+00:00,2297.0,2024-02-02 08:00:00+00:00,2314.424119,2294.5731299999998,2354.126097,2024-02-02 12:00:00+00:00,2293.884758061,stop,-22.84351537753024,-0.9999999999999906
2024-02-02 20:00:00+00:00,2024-01-30 12:00:00+00:00,2297.0,2024-02-03 00:00:00+00:00,2309.762721,2292.75495,2343.778263,2024-02-03 12:00:00+00:00,2292.0671235150003,stop,-19.996512407257356,-1.0000000000000047
2024-03-27 08:00:00+00:00,2024-03-26 16:00:00+00:00,3542.62,2024-03-27 12:00:00+00:00,3586.145521,3529.42704,3699.5824829999997,2024-03-27 12:00:00+00:00,3528.368211888,stop,-61.334565978443756,-1.000000000000002
2024-03-29 08:00:00+00:00,2024-03-26 16:00:00+00:00,3542.62,2024-03-29 12:00:00+00:00,3550.924958,3513.63285,3625.5091740000003,2024-03-29 12:00:00+00:00,3512.578760145,stop,-41.8779497140722,-0.9999999999999952
2024-03-31 04:00:00+00:00,2024-03-26 16:00:00+00:00,3542.62,2024-03-31 08:00:00+00:00,3626.467614,3528.88758,3821.6276820000003,2024-04-01 04:00:00+00:00,3527.8289137260003,stop,-102.21584853786275,-0.9999999999999999
